,Car_Model,Type,Location,Car_Body_Type,Model_Year,Brand,Km Driven,Ownership,Fuel Type,RTO Office,Discounted_Car_Price,Baseline Price,Car_Type
155,Hyundai i10,ERA 1.1Manual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2013,Hyundai,46280,2ND OWNER,PETROL,KA-02,299000,311000,Manual
156,Maruti A Star,LXIManual,"Bellahalli, Bengaluru",HatchBack,2010,Maruti,57664,1ST OWNER,PETROL,KA-02,209000,223000,Manual
157,Hyundai Grand i10,MAGNA 1.2 KAPPA VTVTManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2018,Hyundai,46219,1ST OWNER,PETROL,KA-03,536000,564000,Manual
158,Hyundai Elite i20,SPORTZ 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2017,Hyundai,56672,3RD OWNER,PETROL,KA-03,596000,662000,Manual
159,Hyundai i10,SPORTZ 1.2Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2012,Hyundai,73583,2ND OWNER,PETROL,KA-51,308750,322000,Manual
160,Maruti IGNIS,ALPHA 1.2 K12Manual,"Bellahalli, Bengaluru",HatchBack,2021,Maruti,31530,1ST OWNER,PETROL,KA-63,661000,715000,Manual
161,Maruti Celerio,VXI AMTAutomatic,"Hosur Road, Singasandra, Bengaluru",HatchBack,2018,Maruti,19557,2ND OWNER,PETROL,KA-03,500000,525000,Automatic
162,Hyundai GRAND I10 NIOS,MAGNA 1.2 KAPPA VTVTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2020,Hyundai,29618,1ST OWNER,PETROL,KA-05,605000,645000,Manual
163,Hyundai Grand i10,ASTA 1.2 KAPPA VTVTManual,"GT World Mall, Bengaluru",HatchBack,2018,Hyundai,7773,1ST OWNER,PETROL,KA-51,625000,678000,Manual
164,Maruti Swift,VXI OManual,"Horamavu Agara Road, Bengaluru",HatchBack,2017,Maruti,48201,1ST OWNER,PETROL,KA-03,587000,616000,Manual
165,Hyundai NEW I20,ASTA (O) 1.5 CRDI MTManual,"Bellahalli, Bengaluru",HatchBack,2020,Hyundai,34579,1ST OWNER,DIESEL,KA-02,1017000,1174000,Manual
166,Maruti Baleno,DELTA PETROL 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2016,Maruti,75140,1ST OWNER,PETROL,KA-03,610000,640000,Manual
167,Honda Brio,S MTManual,"Bellahalli, Bengaluru",HatchBack,2013,Honda,64742,2ND OWNER,PETROL,KA-03,318000,366000,Manual
168,Honda Jazz,1.2L I-VTEC VManual,"Bellahalli, Bengaluru",HatchBack,2016,Honda,85860,3RD OWNER,PETROL,KA-25,488000,583000,Manual
169,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2016,Hyundai,63284,1ST OWNER,PETROL,KA-01,437000,511000,Manual
170,Maruti Celerio,VXIManual,"GT World Mall, Bengaluru",HatchBack,2022,Maruti,46679,1ST OWNER,PETROL,KA-02,570000,611000,Manual
171,Maruti Wagon R 1.0,VXIManual,"Bellahalli, Bengaluru",HatchBack,2013,Maruti,45198,1ST OWNER,PETROL,KA-04,344000,396000,Manual
172,Renault Kwid,CLIMBER 1.0 (O)Manual,"Horamavu Agara Road, Bengaluru",HatchBack,2020,Renault,43285,3RD OWNER,PETROL,KA-16,440000,515000,Manual
173,Maruti Ritz,VXIManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2011,Maruti,84623,1ST OWNER,PETROL,KA-04,311500,343000,Manual
174,Hyundai i10,SPORTZ 1.2 ATAutomatic,"Hosur Road, Singasandra, Bengaluru",HatchBack,2011,Hyundai,79363,2ND OWNER,PETROL,KA-05,313000,325000,Automatic
175,Hyundai Grand i10,MAGNA 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2014,Hyundai,68810,2ND OWNER,PETROL,KA-02,392000,414000,Manual
176,Renault Kwid,RXT 1.0 AMT (O)Automatic,"GT World Mall, Bengaluru",HatchBack,2020,Renault,42061,2ND OWNER,PETROL,KA-19,475000,531000,Automatic
177,Renault Kwid,RXT 1.0 EASY-R ATAutomatic,"GT World Mall, Bengaluru",HatchBack,2018,Renault,74022,2ND OWNER,PETROL,KA-53,377000,438000,Automatic
178,Maruti Swift,VXIManual,"Bellahalli, Bengaluru",HatchBack,2012,Maruti,55529,1ST OWNER,PETROL,KA-09,478000,515000,Manual
179,Hyundai Grand i10,ASTA AT 1.2 KAPPA VTVTAutomatic,"Bellahalli, Bengaluru",HatchBack,2016,Hyundai,41682,1ST OWNER,PETROL,KA-01,525000,581000,Automatic
180,Maruti Swift,VXIManual,"Bellahalli, Bengaluru",HatchBack,2016,Maruti,63411,1ST OWNER,PETROL,KA-41,584000,630000,Manual
181,Maruti Swift,VXIManual,"Bellahalli, Bengaluru",HatchBack,2018,Maruti,36789,1ST OWNER,PETROL,KA-51,650000,688000,Manual
182,Maruti Wagon R 1.0,VXIManual,"Bellahalli, Bengaluru",HatchBack,2015,Maruti,81207,3RD OWNER,PETROL,KA-41,345000,379000,Manual
183,Maruti Baleno,DELTA CVT PETROL 1.2Automatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2016,Maruti,83075,2ND OWNER,PETROL,KA-06,574000,606000,Automatic
184,Maruti Swift,ZDI AMTAutomatic,"Bellahalli, Bengaluru",HatchBack,2018,Maruti,70690,1ST OWNER,DIESEL,KA-09,695000,775000,Automatic
185,Maruti Baleno,DELTA CVT PETROL 1.2Automatic,"Bellahalli, Bengaluru",HatchBack,2017,Maruti,38218,2ND OWNER,PETROL,KA-35,600000,722000,Automatic
186,Honda Jazz,1.2L I-VTEC VManual,"Bellahalli, Bengaluru",HatchBack,2016,Honda,47077,1ST OWNER,PETROL,KA-51,546700,635000,Manual
187,Hyundai NEW I20,SPORTZ 1.5 MTManual,"Bellahalli, Bengaluru",HatchBack,2021,Hyundai,77648,1ST OWNER,DIESEL,KA-06,838000,921000,Manual
188,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2016,Hyundai,88200,2ND OWNER,PETROL,KA-03,411000,460000,Manual
189,Maruti Swift,ZXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2017,Maruti,40811,2ND OWNER,PETROL,KA-03,592000,676000,Manual
190,Renault Pulse,RXL DIESELManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2012,Renault,96796,1ST OWNER,DIESEL,KA-05,308000,326000,Manual
191,Hyundai i10,SPORTZ 1.2Manual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2011,Hyundai,89678,1ST OWNER,PETROL,KA-55,287000,298000,Manual
192,Hyundai Elite i20,ASTA 1.2 (O)Manual,Sonnappanahalli,HatchBack,2016,Hyundai,17000,1ST OWNER,PETROL,KA-53,738000,782000,Manual
193,Hyundai i10,SPORTZ 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2011,Hyundai,41802,1ST OWNER,PETROL,KA-53,327000,355000,Manual
194,Hyundai GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2020,Hyundai,28593,1ST OWNER,PETROL,KA-19,620000,712000,Manual
195,Maruti Celerio,VXIManual,"Bellahalli, Bengaluru",HatchBack,2018,Maruti,61227,2ND OWNER,PETROL,KA-50,455000,473000,Manual
196,Hyundai i20,ASTA 1.2Manual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2014,Hyundai,34836,2ND OWNER,PETROL,KA-01,516000,581000,Manual
197,Hyundai Elite i20,MAGNA 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2016,Hyundai,14516,1ST OWNER,PETROL,KA-51,657000,657000,Manual
198,Toyota Glanza,VManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2021,Toyota,13898,1ST OWNER,PETROL,KA-51,817000,839000,Manual
199,Hyundai NEW I20,ASTA (O) 1.5 CRDI MTManual,"Bellahalli, Bengaluru",HatchBack,2021,Hyundai,58286,1ST OWNER,DIESEL,KA-46,1125000,1189000,Manual
200,Maruti Celerio,ZXI AMT ABSAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2017,Maruti,66058,1ST OWNER,PETROL,KA-03,439000,473000,Automatic
201,Tata ALTROZ,XZA PLUSAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2022,Tata,14257,1ST OWNER,PETROL,KA-01,939000,987000,Automatic
202,Maruti Swift,VXIManual,"Horamavu Agara Road, Bengaluru",HatchBack,2016,Maruti,60777,1ST OWNER,PETROL,KA-05,555000,600000,Manual
203,Honda Jazz,1.2L I-VTEC V ATAutomatic,"Bellahalli, Bengaluru",HatchBack,2017,Honda,37184,2ND OWNER,PETROL,KA-01,626000,692000,Automatic
204,Renault Kwid,RXT 1.0 (O)Manual,"Horamavu Agara Road, Bengaluru",HatchBack,2019,Renault,18305,1ST OWNER,PETROL,KA-03,457000,494000,Manual
205,Honda Brio,S MTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2012,Honda,29320,1ST OWNER,PETROL,KA-03,371000,395000,Manual
206,Maruti Alto K10,VXIManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2017,Maruti,27720,2ND OWNER,PETROL,KA-19,326600,380000,Manual
207,Hyundai Eon,ERA +Manual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2014,Hyundai,34474,1ST OWNER,PETROL,KA-02,293000,324000,Manual
208,Hyundai Elite i20,ASTA 1.2 (O)Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2016,Hyundai,91660,1ST OWNER,PETROL,KA-01,608000,684000,Manual
209,Hyundai Grand i10,ASTA 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2017,Hyundai,41803,2ND OWNER,PETROL,KA-02,496000,555000,Manual
210,Honda Jazz,1.2L I-VTEC VManual,"Bellahalli, Bengaluru",HatchBack,2016,Honda,77501,3RD OWNER,PETROL,KA-02,517000,572000,Manual
211,Maruti Baleno,DELTA PETROL 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2017,Maruti,45681,1ST OWNER,PETROL,KA-51,641000,641000,Manual
212,Hyundai GRAND I10 NIOS,MAGNA 1.2 KAPPA VTVTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2020,Hyundai,23410,1ST OWNER,PETROL,KA-51,616000,645000,Manual
213,Maruti IGNIS,ZETA 1.2 AMTAutomatic,"Bellahalli, Bengaluru",HatchBack,2017,Maruti,73927,1ST OWNER,PETROL,KA-03,508000,627000,Automatic
214,Hyundai i10,SPORTZ 1.2Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2010,Hyundai,43529,2ND OWNER,PETROL,KA-51,270000,287000,Manual
215,Hyundai Grand i10,SPORTZ (O) AT 1.2 KAPPA VTVTAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2017,Hyundai,17574,1ST OWNER,PETROL,KA-02,617000,662000,Automatic
216,Renault Kwid,RXL 1.0Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2021,Renault,15512,2ND OWNER,PETROL,KA-51,450000,467000,Manual
217,Maruti IGNIS,ALPHA 1.2 DUAL TONEManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2018,Maruti,5458,1ST OWNER,PETROL,KA-03,579000,692000,Manual
218,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2019,Hyundai,42090,1ST OWNER,PETROL,KA-25,574000,631000,Manual
219,Maruti Swift,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2015,Maruti,45513,1ST OWNER,PETROL,KA-51,532000,580000,Manual
220,Maruti Alto K10,VXIManual,"Bellahalli, Bengaluru",HatchBack,2016,Maruti,81210,2ND OWNER,PETROL,KA-09,318000,338000,Manual
221,Maruti Swift,ZXIManual,"Bellahalli, Bengaluru",HatchBack,2019,Maruti,47296,1ST OWNER,PETROL,KA-01,676000,718000,Manual
222,Maruti Swift,VXI AMTAutomatic,"Bellahalli, Bengaluru",HatchBack,2018,Maruti,42059,2ND OWNER,PETROL,KA-04,636000,705000,Automatic
223,Maruti Baleno,DELTA PETROL 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2016,Maruti,50173,1ST OWNER,PETROL,KA-03,591000,629000,Manual
224,Maruti Wagon R 1.0,VXIManual,"Horamavu Agara Road, Bengaluru",HatchBack,2015,Maruti,37083,1ST OWNER,PETROL,KA-51,399000,451000,Manual
225,Maruti Alto K10,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2011,Maruti,37681,3RD OWNER,PETROL,KA-19,218000,248000,Manual
226,Maruti Swift,VXIManual,"Bellahalli, Bengaluru",HatchBack,2020,Maruti,61433,1ST OWNER,PETROL,KA-51,660000,694000,Manual
227,Hyundai Eon,ERA PLUS (O)Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2017,Hyundai,20089,1ST OWNER,PETROL,KA-51,384000,415000,Manual
228,Renault Kwid,RXT 1.0 AMT (O)Automatic,"Horamavu Agara Road, Bengaluru",HatchBack,2020,Renault,24521,1ST OWNER,PETROL,KA-08,517000,575000,Automatic
229,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2016,Hyundai,69819,1ST OWNER,PETROL,KA-51,454000,491000,Manual
230,Maruti Swift,VDI ABSManual,"Bellahalli, Bengaluru",HatchBack,2015,Maruti,88509,2ND OWNER,DIESEL,KA-25,552000,590000,Manual
231,Honda Brio,S MTManual,"Bellahalli, Bengaluru",HatchBack,2013,Honda,78871,2ND OWNER,PETROL,KA-41,336000,370000,Manual
232,Maruti Alto,LXI OPT CNGManual,"Bellahalli, Bengaluru",HatchBack,2020,Maruti,75591,1ST OWNER,CNG,KA-17,421000,471000,Manual
233,Renault Kwid,RXL 1.0 AMTAutomatic,"Horamavu Agara Road, Bengaluru",HatchBack,2017,Renault,23119,1ST OWNER,PETROL,KA-53,392000,407000,Automatic
234,Maruti New Wagon-R,VXI (O) 1.0Manual,Sonnappanahalli,HatchBack,2021,Maruti,11679,1ST OWNER,PETROL,KA-03,591000,601000,Manual
235,Maruti Celerio X,ZXIManual,"GT World Mall, Bengaluru",HatchBack,2018,Maruti,63618,1ST OWNER,PETROL,KA-05,473000,545000,Manual
236,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2014,Hyundai,70777,3RD OWNER,PETROL,KA-20,407000,442000,Manual
237,Maruti Baleno,ZETA PETROL 1.2Manual,Sonnappanahalli,HatchBack,2021,Maruti,22661,1ST OWNER,PETROL,KA-01,808000,830000,Manual
238,Hyundai i10,SPORTZ 1.2 ATAutomatic,"Hosur Road, Singasandra, Bengaluru",HatchBack,2013,Hyundai,69263,2ND OWNER,PETROL,KA-03,340000,366000,Automatic
239,Hyundai Elite i20,ASTA 1.2 (O)Manual,"Bellahalli, Bengaluru",HatchBack,2016,Hyundai,72362,1ST OWNER,PETROL,KA-03,633000,727000,Manual
240,Maruti New Wagon-R,ZXI 1.2Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2022,Maruti,29074,1ST OWNER,PETROL,KA-11,622000,670000,Manual
241,Maruti Swift,VXIManual,"GT World Mall, Bengaluru",HatchBack,2013,Maruti,81712,1ST OWNER,PETROL,KA-04,457000,514000,Manual
242,Datsun Redi Go,AManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2021,Datsun,11700,1ST OWNER,PETROL,KA-63,400000,424000,Manual
243,Hyundai Eon,ERA +Manual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2015,Hyundai,109923,1ST OWNER,PETROL,KA-09,251000,280000,Manual
244,Maruti Alto,VXI PLUSManual,"Bellahalli, Bengaluru",HatchBack,2021,Maruti,14771,1ST OWNER,PETROL,KA-03,406000,471000,Manual
245,Hyundai Elite i20,ASTA 1.2 (O)Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2018,Hyundai,35368,1ST OWNER,PETROL,KA-63,757000,810000,Manual
246,Hyundai NEW I20 N LINE,N8 1.0 TURBO GDI IMTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2022,Hyundai,17418,2ND OWNER,PETROL,KA-01,1134000,1221000,Manual
247,Maruti Baleno,ALPHA PETROL 1.2Manual,"GT World Mall, Bengaluru",HatchBack,2016,Maruti,79415,1ST OWNER,PETROL,KA-53,620000,653000,Manual
248,Hyundai Elite i20,ASTA 1.2 (O)Manual,"Bellahalli, Bengaluru",HatchBack,2016,Hyundai,57459,1ST OWNER,PETROL,KA-53,612000,710000,Manual
249,Maruti Baleno,DELTA PETROL 1.2Manual,"Horamavu Agara Road, Bengaluru",HatchBack,2020,Maruti,22438,1ST OWNER,PETROL,KA-04,733000,742000,Manual
250,Maruti Alto K10,VXIManual,"Bellahalli, Bengaluru",HatchBack,2013,Maruti,82482,3RD OWNER,PETROL,KA-41,231000,244000,Manual
251,Maruti Celerio X,ZXI AMTAutomatic,"GT World Mall, Bengaluru",HatchBack,2018,Maruti,23219,1ST OWNER,PETROL,KA-04,560000,597000,Automatic
252,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2015,Hyundai,60691,2ND OWNER,PETROL,KA-26,419000,511000,Manual
253,Renault Kwid,CLIMBER 1.0 (O)Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2019,Renault,55609,1ST OWNER,PETROL,KA-13,453000,466000,Manual
254,Maruti Celerio X,ZXI (O)Manual,"Bellahalli, Bengaluru",HatchBack,2018,Maruti,61576,2ND OWNER,PETROL,KA-51,468000,473000,Manual
255,Renault Kwid,RXL 1.0Manual,Sonnappanahalli,HatchBack,2017,Renault,41993,1ST OWNER,PETROL,KA-50,376000,376000,Manual
256,Hyundai GRAND I10 NIOS,SPORTZ AMT 1.2 KAPPA VTVTAutomatic,Sonnappanahalli,HatchBack,2019,Hyundai,28315,1ST OWNER,PETROL,KA-41,684000,741000,Automatic
257,Maruti Celerio,ZXI AMTAutomatic,"Horamavu Agara Road, Bengaluru",HatchBack,2016,Maruti,41464,1ST OWNER,PETROL,KA-05,460000,541000,Automatic
258,Maruti New Wagon-R,ZXI 1.2Manual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2021,Maruti,14009,1ST OWNER,PETROL,KA-19,641000,653000,Manual
259,Hyundai i20,ASTA 1.4 CRDIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2013,Hyundai,124514,1ST OWNER,DIESEL,KA-51,465000,484000,Manual
260,Maruti Alto,VXI PLUSManual,Sonnappanahalli,HatchBack,2021,Maruti,18835,1ST OWNER,PETROL,KA-50,415000,476000,Manual
261,Honda Jazz,1.2L I-VTEC VX CVTAutomatic,"Bellahalli, Bengaluru",HatchBack,2019,Honda,32790,2ND OWNER,PETROL,KA-05,767000,963000,Automatic
262,Maruti Wagon R 1.0,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2011,Maruti,70867,2ND OWNER,PETROL,KA-51,285000,307000,Manual
263,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Horamavu Agara Road, Bengaluru",HatchBack,2014,Hyundai,96297,1ST OWNER,PETROL,KA-02,402000,452000,Manual
264,Hyundai i20,SPORTZ 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2012,Hyundai,67444,1ST OWNER,PETROL,KA-02,417000,438000,Manual
265,Hyundai GRAND I10 NIOS,Asta PetrolManual,"Bellahalli, Bengaluru",HatchBack,2020,Hyundai,79978,1ST OWNER,PETROL,KA-51,629000,783000,Manual
266,Hyundai Elite i20,ASTA 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2014,Hyundai,67515,1ST OWNER,PETROL,KA-03,528000,584000,Manual
267,Hyundai NEW I20,ASTA (O) 1.0 TURBO GDI DCTAutomatic,"Bellahalli, Bengaluru",HatchBack,2021,Hyundai,29202,1ST OWNER,PETROL,KA-05,1075000,1156000,Automatic
268,Hyundai i10,MAGNA 1.2Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2010,Hyundai,62726,1ST OWNER,PETROL,KA-03,276000,294000,Manual
269,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"GT World Mall, Bengaluru",HatchBack,2015,Hyundai,31614,1ST OWNER,PETROL,KA-03,449000,527000,Manual
270,Renault Kwid,CLIMBER 1.0 (O)Manual,"Horamavu Agara Road, Bengaluru",HatchBack,2021,Renault,6200,1ST OWNER,PETROL,KA-19,572000,572000,Manual
271,Maruti Wagon R 1.0,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2010,Maruti,35969,2ND OWNER,PETROL,KA-53,284000,313000,Manual
272,Hyundai Grand i10,SPORTZ AT 1.2 KAPPA VTVTAutomatic,"Bellahalli, Bengaluru",HatchBack,2018,Hyundai,29550,2ND OWNER,PETROL,KA-51,637000,669000,Automatic
273,Hyundai Elite i20,SPORTZ PLUS 1.2 CVTAutomatic,Sonnappanahalli,HatchBack,2019,Hyundai,14285,2ND OWNER,PETROL,KA-05,803000,865000,Automatic
274,Hyundai Elite i20,ASTA 1.2 DUAL TONEManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2018,Hyundai,55152,1ST OWNER,PETROL,KA-53,710000,769000,Manual
275,Renault Kwid,RXT 1.0 AMT (O)Automatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2020,Renault,37880,1ST OWNER,PETROL,KA-41,526000,568000,Automatic
276,Maruti Celerio,ZXI PLUSManual,"Bellahalli, Bengaluru",HatchBack,2021,Maruti,2370,1ST OWNER,PETROL,KA-25,666000,713000,Manual
277,Maruti Swift,ZXIManual,"Horamavu Agara Road, Bengaluru",HatchBack,2017,Maruti,52382,1ST OWNER,PETROL,KA-25,656000,676000,Manual
278,Renault Kiger,RXZ CVT 1.0 TURBO DUAL TONEAutomatic,"Garuda Mall, Magrath Road, Bengaluru",HatchBack,2021,Renault,16082,1ST OWNER,PETROL,KA-04,948000,1177000,Automatic
279,Maruti IGNIS,DELTA 1.2 AMTAutomatic,"Bellahalli, Bengaluru",HatchBack,2021,Maruti,4940,2ND OWNER,PETROL,KA-01,685000,700000,Automatic
280,Maruti Baleno,ALPHA PETROL 1.2Manual,"Horamavu Agara Road, Bengaluru",HatchBack,2016,Maruti,100894,1ST OWNER,PETROL,KA-05,592000,629000,Manual
281,Maruti Baleno,DELTA PETROL 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2020,Maruti,27459,1ST OWNER,PETROL,KA-05,719000,742000,Manual
282,Maruti Alto 800,LXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2014,Maruti,71218,1ST OWNER,PETROL,KA-05,251000,295000,Manual
283,Renault Kwid,RXT 0.8 (O)Manual,Sonnappanahalli,HatchBack,2016,Renault,38702,1ST OWNER,PETROL,KA-51,352000,373000,Manual
284,Hyundai Elite i20,SPORTZ 1.2Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2016,Hyundai,35410,1ST OWNER,PETROL,KA-05,657000,675000,Manual
285,Renault Kwid,RXT 1.0 AMT (O)Automatic,"Bellahalli, Bengaluru",HatchBack,2020,Renault,8733,1ST OWNER,PETROL,KA-01,560000,582000,Automatic
286,Renault Kwid,RXT 1.0 AMT (O)Automatic,"Hosur Road, Singasandra, Bengaluru",HatchBack,2019,Renault,7155,1ST OWNER,PETROL,KA-03,505000,549000,Automatic
287,Hyundai Elite i20,ASTA 1.4 CRDIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2015,Hyundai,83731,2ND OWNER,DIESEL,KA-51,607000,639000,Manual
288,Hyundai i10,ERA 1.1Manual,"Bellahalli, Bengaluru",HatchBack,2014,Hyundai,48978,1ST OWNER,PETROL,KA-42,345000,362000,Manual
289,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2016,Hyundai,29453,2ND OWNER,PETROL,KA-01,496000,558000,Manual
290,Hyundai Grand i10,MAGNA 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2018,Hyundai,40769,1ST OWNER,PETROL,KA-03,541000,570000,Manual
291,Maruti Celerio,VXI AMTAutomatic,"Bellahalli, Bengaluru",HatchBack,2014,Maruti,99227,1ST OWNER,PETROL,KA-50,367000,392000,Automatic
292,Maruti Swift,VXIManual,"Bellahalli, Bengaluru",HatchBack,2014,Maruti,88051,1ST OWNER,PETROL,KA-02,513000,513000,Manual
293,Maruti Swift,VXIManual,Sonnappanahalli,HatchBack,2021,Maruti,48628,1ST OWNER,PETROL,KA-05,692000,725000,Manual
294,Maruti Celerio,ZXIManual,"Horamavu Agara Road, Bengaluru",HatchBack,2018,Maruti,51877,3RD OWNER,PETROL,KA-02,475250,496000,Manual
295,Maruti Alto K10,VXIManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2015,Maruti,46720,2ND OWNER,PETROL,KA-03,299000,354000,Manual
296,Renault Kwid,1.0 CLIMBER OPTManual,"Bellahalli, Bengaluru",HatchBack,2021,Renault,11389,1ST OWNER,PETROL,KA-04,510000,559000,Manual
297,Tata Tiago,XZ PETROLManual,"Bellahalli, Bengaluru",HatchBack,2016,Tata,13286,1ST OWNER,PETROL,KA-02,515000,548000,Manual
298,Renault Kwid,RXT 1.0 AMT (O)Automatic,"Bellahalli, Bengaluru",HatchBack,2020,Renault,10916,2ND OWNER,PETROL,KA-51,497000,556000,Automatic
299,Maruti Wagon R 1.0,VXIManual,"Horamavu Agara Road, Bengaluru",HatchBack,2015,Maruti,69581,2ND OWNER,PETROL,KA-03,364000,421000,Manual
300,Hyundai Grand i10,ASTA (O) AT 1.2 KAPPA VTVTAutomatic,Sonnappanahalli,HatchBack,2016,Hyundai,88119,2ND OWNER,PETROL,KA-05,513000,554000,Automatic
301,Renault Kwid,CLIMBER 1.0 AMT (O)Automatic,"Bellahalli, Bengaluru",HatchBack,2020,Renault,7390,1ST OWNER,PETROL,KA-01,543000,560000,Automatic
302,Maruti Celerio,VXI AMTAutomatic,"Hosur Road, Singasandra, Bengaluru",HatchBack,2015,Maruti,56150,1ST OWNER,PETROL,KA-05,413000,455000,Automatic
303,Maruti S PRESSO,VXI+Manual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2021,Maruti,52288,1ST OWNER,PETROL,KA-33,437750,500000,Manual
304,Hyundai Grand i10,ASTA 1.2 KAPPA VTVTManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2016,Hyundai,46894,3RD OWNER,PETROL,KA-01,453000,488000,Manual
305,Honda Jazz,1.2L I-VTEC V ATAutomatic,"GT World Mall, Bengaluru",HatchBack,2015,Honda,96896,1ST OWNER,PETROL,KA-02,526000,577000,Automatic
306,Renault Kwid,RXT 1.0 AMT (O)Automatic,"Bellahalli, Bengaluru",HatchBack,2019,Renault,23439,1ST OWNER,PETROL,KA-05,483000,504000,Automatic
307,Honda Jazz,1.2L I-VTEC VManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2016,Honda,63797,1ST OWNER,PETROL,KA-41,615000,651000,Manual
