,Car_Model,Type,Location,Car_Body_Type,Model_Year,Brand,Km_Driven,Ownership,Fuel_Type,RTO_Office,Discounted_Car_Price,Baseline_Price,Car_Type,Age_of_Car,Km_Driven_Per_Year,Categorize_Car_Price
752,Maruti Wagon R 1.0,VXIManual,"Bellahalli, Bengaluru",HatchBack,2013,Maruti,83560,1ST OWNER,PETROL,KA-19,316000,329000,Manual,10,8356,2.5 lakh-5 lakh
753,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2014,Hyundai,40546,1ST OWNER,PETROL,KA-53,446000,503000,Manual,9,4505.111111,2.5 lakh-5 lakh
754,Maruti Swift,VXIManual,"Bellahalli, Bengaluru",HatchBack,2013,Maruti,92529,1ST OWNER,PETROL,KA-19,415000,455000,Manual,10,9252.9,2.5 lakh-5 lakh
755,Maruti Swift,ZDIManual,"Bellahalli, Bengaluru",HatchBack,2015,Maruti,71884,2ND OWNER,DIESEL,KA-03,636000,673000,Manual,8,8985.5,5 lakh-10 lakh
756,Maruti Alto K10,VXI (O)Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2018,Maruti,32278,1ST OWNER,PETROL,KA-51,368000,413000,Manual,5,6455.6,2.5 lakh-5 lakh
757,Maruti A Star,VXIManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2010,Maruti,64103,2ND OWNER,PETROL,KA-02,218000,236000,Manual,13,4931,below 2.5 lakh
758,Honda Brio,S MTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2012,Honda,66434,2ND OWNER,PETROL,KA-05,342000,375000,Manual,11,6039.454545,2.5 lakh-5 lakh
759,Maruti Swift,VXI OManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2017,Maruti,47038,1ST OWNER,PETROL,KA-41,594000,616000,Manual,6,7839.666667,5 lakh-10 lakh
760,Maruti S PRESSO,VXI+Manual,"Bellahalli, Bengaluru",HatchBack,2020,Maruti,21226,1ST OWNER,PETROL,KA-63,432000,489000,Manual,3,7075.333333,2.5 lakh-5 lakh
761,Hyundai i20 Active,1.2 SXManual,"GT World Mall, Bengaluru",HatchBack,2017,Hyundai,46947,1ST OWNER,PETROL,KA-03,676000,717000,Manual,6,7824.5,5 lakh-10 lakh
762,Hyundai i10,SPORTZ 1.2 KAPPA2Manual,"Horamavu Agara Road, Bengaluru",HatchBack,2010,Hyundai,46972,2ND OWNER,PETROL,KA-51,285000,308000,Manual,13,3613.230769,2.5 lakh-5 lakh
763,Maruti Swift,VXI AMTAutomatic,"Bellahalli, Bengaluru",HatchBack,2018,Maruti,42162,2ND OWNER,PETROL,KA-03,655000,705000,Automatic,5,8432.4,5 lakh-10 lakh
764,Maruti Swift,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2011,Maruti,60020,1ST OWNER,PETROL,KA-05,392000,411000,Manual,12,5001.666667,2.5 lakh-5 lakh
765,Maruti Alto 800,LXIManual,"Bellahalli, Bengaluru",HatchBack,2012,Maruti,88416,2ND OWNER,PETROL,KA-02,218000,250000,Manual,11,8037.818182,below 2.5 lakh
766,Hyundai NEW I20,ASTA 1.0 GDI TURBO DCTAutomatic,"Bellahalli, Bengaluru",HatchBack,2021,Hyundai,40429,2ND OWNER,PETROL,KA-16,960000,1011000,Automatic,2,20214.5,5 lakh-10 lakh
767,Maruti Alto 800,LXIManual,"GT World Mall, Bengaluru",HatchBack,2012,Maruti,48775,2ND OWNER,PETROL,KA-05,236000,260000,Manual,11,4434.090909,below 2.5 lakh
768,Maruti Ritz,VXIManual,"Bellahalli, Bengaluru",HatchBack,2011,Maruti,67150,1ST OWNER,PETROL,KA-03,340000,359000,Manual,12,5595.833333,2.5 lakh-5 lakh
769,Maruti Alto K10,VXIManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2011,Maruti,25928,1ST OWNER,PETROL,KA-05,243000,266000,Manual,12,2160.666667,below 2.5 lakh
770,Hyundai Santro Xing,GL PLUSManual,"Horamavu Agara Road, Bengaluru",HatchBack,2011,Hyundai,66123,1ST OWNER,PETROL,KA-53,282000,300000,Manual,12,5510.25,2.5 lakh-5 lakh
771,Maruti Swift,LXIManual,"Bellahalli, Bengaluru",HatchBack,2013,Maruti,72984,1ST OWNER,PETROL,KA-53,427000,433000,Manual,10,7298.4,2.5 lakh-5 lakh
772,Maruti Swift,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2013,Maruti,69124,1ST OWNER,PETROL,KA-25,435000,507000,Manual,10,6912.4,2.5 lakh-5 lakh
773,Maruti Alto K10,VXIManual,"Bellahalli, Bengaluru",HatchBack,2011,Maruti,68730,2ND OWNER,PETROL,KA-53,224000,260000,Manual,12,5727.5,below 2.5 lakh
774,Maruti Swift,VXIManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2015,Maruti,59296,1ST OWNER,PETROL,MP-04,490000,500000,Manual,8,7412,2.5 lakh-5 lakh
775,Maruti Alto K10,VXIManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2011,Maruti,58552,1ST OWNER,PETROL,KA-05,231000,263000,Manual,12,4879.333333,below 2.5 lakh
776,Maruti Baleno,ZETA PETROL 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2016,Maruti,22199,1ST OWNER,PETROL,KA-03,645000,714000,Manual,7,3171.285714,5 lakh-10 lakh
777,Hyundai i20,ERA 1.4 CRDIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2012,Hyundai,40562,1ST OWNER,DIESEL,KA-51,445000,462000,Manual,11,3687.454545,2.5 lakh-5 lakh
778,Maruti Alto K10,VXI AMTAutomatic,"GT World Mall, Bengaluru",HatchBack,2016,Maruti,20944,1ST OWNER,PETROL,KA-04,387000,424000,Automatic,7,2992,2.5 lakh-5 lakh
779,Hyundai Elite i20,ASTA 1.2 (O)Manual,"Bellahalli, Bengaluru",HatchBack,2018,Hyundai,65015,1ST OWNER,PETROL,KA-40,708000,765000,Manual,5,13003,5 lakh-10 lakh
780,Maruti Swift,VXIManual,"Bellahalli, Bengaluru",HatchBack,2013,Maruti,69748,2ND OWNER,PETROL,KA-09,424000,484000,Manual,10,6974.8,2.5 lakh-5 lakh
781,Maruti Swift,VXIManual,"Bellahalli, Bengaluru",HatchBack,2014,Maruti,62029,1ST OWNER,PETROL,KA-03,493000,553000,Manual,9,6892.111111,2.5 lakh-5 lakh
782,Maruti Celerio,ZXI AMTAutomatic,"Bellahalli, Bengaluru",HatchBack,2021,Maruti,12364,1ST OWNER,PETROL,KA-04,612000,624000,Automatic,2,6182,5 lakh-10 lakh
783,Hyundai i20,ASTA 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2010,Hyundai,111374,1ST OWNER,PETROL,KA-51,314000,338000,Manual,13,8567.230769,2.5 lakh-5 lakh
784,Hyundai i10,SPORTZ 1.2 ATAutomatic,"Hosur Road, Singasandra, Bengaluru",HatchBack,2013,Hyundai,78272,2ND OWNER,PETROL,KA-53,335000,371000,Automatic,10,7827.2,2.5 lakh-5 lakh
785,Hyundai i10,ERA 1.1Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2010,Hyundai,43679,1ST OWNER,PETROL,KA-51,276000,286000,Manual,13,3359.923077,2.5 lakh-5 lakh
786,Maruti Swift,VDIManual,"Bellahalli, Bengaluru",HatchBack,2012,Maruti,55544,2ND OWNER,DIESEL,KA-01,454000,454000,Manual,11,5049.454545,2.5 lakh-5 lakh
787,Hyundai i20,MAGNA (O) 1.2Manual,Sonnappanahalli,HatchBack,2010,Hyundai,79987,1ST OWNER,PETROL,KA-04,337000,343000,Manual,13,6152.846154,2.5 lakh-5 lakh
788,Renault Pulse,RX L DIESELManual,"Bellahalli, Bengaluru",HatchBack,2014,Renault,83271,1ST OWNER,DIESEL,KA-51,336000,371000,Manual,9,9252.333333,2.5 lakh-5 lakh
789,Maruti Swift,VXIManual,"Bellahalli, Bengaluru",HatchBack,2012,Maruti,60606,2ND OWNER,PETROL,KA-41,429000,493000,Manual,11,5509.636364,2.5 lakh-5 lakh
790,Maruti Alto 800,LXIManual,"Bellahalli, Bengaluru",HatchBack,2012,Maruti,68582,1ST OWNER,PETROL,KA-51,239000,285000,Manual,11,6234.727273,below 2.5 lakh
791,Hyundai i10,MAGNA 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2010,Hyundai,83894,2ND OWNER,PETROL,KA-05,268000,284000,Manual,13,6453.384615,2.5 lakh-5 lakh
792,Maruti Alto 800,LXIManual,"Bellahalli, Bengaluru",HatchBack,2015,Maruti,79566,2ND OWNER,PETROL,KA-03,258000,297000,Manual,8,9945.75,2.5 lakh-5 lakh
793,Maruti Alto,VXI PLUSManual,"Bellahalli, Bengaluru",HatchBack,2021,Maruti,2368,1ST OWNER,PETROL,KA-05,444000,478000,Manual,2,1184,2.5 lakh-5 lakh
794,Maruti Swift,VXI OManual,"Horamavu Agara Road, Bengaluru",HatchBack,2016,Maruti,41107,1ST OWNER,PETROL,KA-07,527000,606000,Manual,7,5872.428571,5 lakh-10 lakh
795,Maruti Wagon R 1.0,VXIManual,"Bellahalli, Bengaluru",HatchBack,2011,Maruti,69138,2ND OWNER,PETROL,KA-53,284000,306000,Manual,12,5761.5,2.5 lakh-5 lakh
796,Maruti Swift,VDI ABSManual,"Horamavu Agara Road, Bengaluru",HatchBack,2015,Maruti,87753,1ST OWNER,DIESEL,KA-04,574000,605000,Manual,8,10969.125,5 lakh-10 lakh
797,Renault Kwid,RXT 0.8Manual,"Bellahalli, Bengaluru",HatchBack,2017,Renault,43775,1ST OWNER,PETROL,KA-50,371000,388000,Manual,6,7295.833333,2.5 lakh-5 lakh
798,Maruti Wagon R 1.0,LXIManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2010,Maruti,87820,1ST OWNER,PETROL,KA-05,260000,279000,Manual,13,6755.384615,2.5 lakh-5 lakh
799,Renault Kwid,RXT 1.0Manual,Sonnappanahalli,HatchBack,2017,Renault,64024,1ST OWNER,PETROL,KA-02,367000,399000,Manual,6,10670.66667,2.5 lakh-5 lakh
800,Maruti Swift,VXIManual,"Bellahalli, Bengaluru",HatchBack,2016,Maruti,72338,1ST OWNER,PETROL,KA-53,584000,636000,Manual,7,10334,5 lakh-10 lakh
801,Hyundai i10,MAGNA 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2010,Hyundai,54998,1ST OWNER,PETROL,KA-51,283000,291000,Manual,13,4230.615385,2.5 lakh-5 lakh
802,Maruti Alto 800,LXIManual,"Horamavu Agara Road, Bengaluru",HatchBack,2014,Maruti,28800,1ST OWNER,PETROL,KA-01,287000,311000,Manual,9,3200,2.5 lakh-5 lakh
803,Maruti Wagon R 1.0,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2010,Maruti,89928,1ST OWNER,PETROL,KA-03,269000,289000,Manual,13,6917.538462,2.5 lakh-5 lakh
804,Maruti Wagon R 1.0,VXIManual,"Bellahalli, Bengaluru",HatchBack,2013,Maruti,58323,1ST OWNER,PETROL,KA-02,366000,396000,Manual,10,5832.3,2.5 lakh-5 lakh
805,Maruti Swift,VXIManual,"Bellahalli, Bengaluru",HatchBack,2011,Maruti,102814,1ST OWNER,PETROL,KA-03,390000,417000,Manual,12,8567.833333,2.5 lakh-5 lakh
806,Maruti Swift,VDIManual,"Bellahalli, Bengaluru",HatchBack,2012,Maruti,106516,1ST OWNER,DIESEL,KA-01,448000,469000,Manual,11,9683.272727,2.5 lakh-5 lakh
807,Maruti Alto K10,LXIManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2010,Maruti,38144,2ND OWNER,PETROL,KA-41,223000,233000,Manual,13,2934.153846,below 2.5 lakh
808,Maruti Alto 800,VXIManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2013,Maruti,43382,2ND OWNER,PETROL,KA-02,278000,278000,Manual,10,4338.2,2.5 lakh-5 lakh
809,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2016,Hyundai,40792,2ND OWNER,PETROL,KA-53,478000,478000,Manual,7,5827.428571,2.5 lakh-5 lakh
810,Maruti Ritz,VXIManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2010,Maruti,86017,2ND OWNER,PETROL,KA-41,283000,283000,Manual,13,6616.692308,2.5 lakh-5 lakh
811,Hyundai Grand i10,ASTA (O) AT 1.2 KAPPA VTVTAutomatic,"Bellahalli, Bengaluru",HatchBack,2016,Hyundai,31749,2ND OWNER,PETROL,KA-03,535000,535000,Automatic,7,4535.571429,5 lakh-10 lakh
812,Honda City,1.5L I-VTEC V MTManual,"Hosur Road, Singasandra, Bengaluru",Sedan,2015,Honda,121655,1ST OWNER,PETROL,KA-02,574000,643000,Manual,8,15206.875,5 lakh-10 lakh
813,Honda City,1.5L I-VTEC VXManual,"Hosur Road, Singasandra, Bengaluru",Sedan,2015,Honda,75724,2ND OWNER,PETROL,KA-03,646000,677000,Manual,8,9465.5,5 lakh-10 lakh
814,Maruti Swift Dzire,ZXIManual,"Bellahalli, Bengaluru",Sedan,2014,Maruti,81777,3RD OWNER,PETROL,KA-50,479000,479000,Manual,9,9086.333333,2.5 lakh-5 lakh
815,Honda City,1.5L I-DTEC VManual,"Bellahalli, Bengaluru",Sedan,2014,Honda,133114,1ST OWNER,DIESEL,KA-02,529000,581000,Manual,9,14790.44444,5 lakh-10 lakh
816,Honda City,1.5L I-VTEC S MTManual,"Bellahalli, Bengaluru",Sedan,2010,Honda,69203,3RD OWNER,PETROL,KA-01,307000,307000,Manual,13,5323.307692,2.5 lakh-5 lakh
817,Hyundai Verna,FLUIDIC 1.6 CRDI SXManual,"Horamavu Agara Road, Bengaluru",Sedan,2012,Hyundai,79291,2ND OWNER,DIESEL,KA-04,486000,491000,Manual,11,7208.272727,2.5 lakh-5 lakh
818,Maruti Swift Dzire,ZXIManual,"Horamavu Agara Road, Bengaluru",Sedan,2015,Maruti,43469,1ST OWNER,PETROL,KA-52,657000,682000,Manual,8,5433.625,5 lakh-10 lakh
819,Hyundai Verna,FLUIDIC 4S 1.4 VTVTManual,"Hosur Road, Singasandra, Bengaluru",Sedan,2017,Hyundai,27636,2ND OWNER,PETROL,KA-50,693000,727000,Manual,6,4606,5 lakh-10 lakh
820,Honda Amaze,1.2L I-VTEC VX CVTAutomatic,"Hosur Road, Singasandra, Bengaluru",Sedan,2022,Honda,12851,1ST OWNER,PETROL,KA-01,912000,912000,Automatic,1,12851,5 lakh-10 lakh
821,Tata Zest,XMS PETROLManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2014,Tata,53473,1ST OWNER,PETROL,KA-03,416000,457000,Manual,9,5941.444444,2.5 lakh-5 lakh
822,Maruti Swift Dzire,VXIManual,"Bellahalli, Bengaluru",Sedan,2015,Maruti,60386,1ST OWNER,PETROL,KA-53,540000,540000,Manual,8,7548.25,5 lakh-10 lakh
823,Hyundai Verna,1.6 VTVT SX OManual,"Hosur Road, Singasandra, Bengaluru",Sedan,2017,Hyundai,33394,1ST OWNER,PETROL,KA-51,865000,865000,Manual,6,5565.666667,5 lakh-10 lakh
824,Maruti Swift Dzire,VXIManual,"Bellahalli, Bengaluru",Sedan,2013,Maruti,65881,2ND OWNER,PETROL,KA-53,451000,469000,Manual,10,6588.1,2.5 lakh-5 lakh
825,Honda City,1.5L I-VTEC V MTManual,"Horamavu Agara Road, Bengaluru",Sedan,2013,Honda,49586,2ND OWNER,PETROL,KA-03,489000,572000,Manual,10,4958.6,2.5 lakh-5 lakh
826,Skoda Rapid,1.5 TDI MT AMBITIONManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2017,Skoda,48960,2ND OWNER,DIESEL,KA-52,751600,863000,Manual,6,8160,5 lakh-10 lakh
827,Maruti Swift Dzire,VXIManual,Sonnappanahalli,Sedan,2014,Maruti,58833,2ND OWNER,PETROL,KA-51,447000,526000,Manual,9,6537,2.5 lakh-5 lakh
828,Skoda Rapid,ACTIVE 1.0 TSIManual,"Bellahalli, Bengaluru",Sedan,2020,Skoda,11633,1ST OWNER,PETROL,KA-05,878000,878000,Manual,3,3877.666667,5 lakh-10 lakh
829,Maruti Swift Dzire,ZXIManual,"Bellahalli, Bengaluru",Sedan,2016,Maruti,71423,1ST OWNER,PETROL,KA-53,573000,651000,Manual,7,10203.28571,5 lakh-10 lakh
830,Volkswagen Vento,COMFORTLINE 1.6Manual,"Horamavu Agara Road, Bengaluru",Sedan,2015,Volkswagen,60841,2ND OWNER,PETROL,KA-03,539000,567000,Manual,8,7605.125,5 lakh-10 lakh
831,Toyota YARIS,J MTManual,"Garuda Mall, Magrath Road, Bengaluru",Sedan,2018,Toyota,24612,1ST OWNER,PETROL,KA-04,693000,869000,Manual,5,4922.4,5 lakh-10 lakh
832,Skoda Rapid,ACTIVE 1.0 TSIManual,Sonnappanahalli,Sedan,2020,Skoda,29184,1ST OWNER,PETROL,KA-04,799000,819000,Manual,3,9728,5 lakh-10 lakh
833,Honda City,1.5L I-VTEC V MTManual,"Bellahalli, Bengaluru",Sedan,2012,Honda,49853,2ND OWNER,PETROL,KA-03,487000,521000,Manual,11,4532.090909,2.5 lakh-5 lakh
834,Tata TIGOR,XZ (O) PETROLManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2017,Tata,51041,1ST OWNER,PETROL,KA-06,520000,546000,Manual,6,8506.833333,5 lakh-10 lakh
835,Honda City,1.5L I-VTEC S MTManual,"Bellahalli, Bengaluru",Sedan,2013,Honda,114622,2ND OWNER,PETROL,KA-53,447000,465000,Manual,10,11462.2,2.5 lakh-5 lakh
836,Honda Amaze,1.2L I-VTEC VXManual,"Bellahalli, Bengaluru",Sedan,2020,Honda,37176,2ND OWNER,PETROL,KA-53,669000,737000,Manual,3,12392,5 lakh-10 lakh
837,Honda Amaze,1.2L I-VTEC VManual,"Horamavu Agara Road, Bengaluru",Sedan,2018,Honda,51569,2ND OWNER,PETROL,KA-03,577500,610000,Manual,5,10313.8,5 lakh-10 lakh
838,Maruti Dzire,VXI AMTAutomatic,"Horamavu Agara Road, Bengaluru",Sedan,2019,Maruti,23212,1ST OWNER,PETROL,KA-02,692000,763000,Automatic,4,5803,5 lakh-10 lakh
839,Skoda Rapid,AMBITION 1.6 MPI MTManual,Sonnappanahalli,Sedan,2017,Skoda,36024,1ST OWNER,PETROL,KA-03,713000,797000,Manual,6,6004,5 lakh-10 lakh
840,Honda Amaze,1.2L I-VTEC VXManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2016,Honda,19356,2ND OWNER,PETROL,KA-03,529000,603000,Manual,7,2765.142857,5 lakh-10 lakh
841,Maruti Dzire,VXIManual,"Horamavu Agara Road, Bengaluru",Sedan,2017,Maruti,43525,1ST OWNER,PETROL,KA-05,603600,713000,Manual,6,7254.166667,5 lakh-10 lakh
842,Volkswagen Vento,HIGHLINE TDI ATAutomatic,"Horamavu Agara Road, Bengaluru",Sedan,2015,Volkswagen,74997,1ST OWNER,DIESEL,KA-04,704000,874000,Automatic,8,9374.625,5 lakh-10 lakh
843,Hyundai Xcent,SX 1.2Manual,"Bellahalli, Bengaluru",Sedan,2018,Hyundai,31738,1ST OWNER,PETROL,KA-53,618000,705000,Manual,5,6347.6,5 lakh-10 lakh
844,Volkswagen Ameo,TRENDLINE 1.2LManual,"Bellahalli, Bengaluru",Sedan,2016,Volkswagen,94548,2ND OWNER,PETROL,KA-03,423000,479000,Manual,7,13506.85714,2.5 lakh-5 lakh
845,Hyundai Verna,FLUIDIC 1.6 CRDI SX ATAutomatic,"Bellahalli, Bengaluru",Sedan,2012,Hyundai,99327,2ND OWNER,DIESEL,KA-41,494250,569000,Automatic,11,9029.727273,2.5 lakh-5 lakh
846,Honda City,1.5L I-VTEC ZX CVTAutomatic,"Bellahalli, Bengaluru",Sedan,2017,Honda,62708,1ST OWNER,PETROL,KA-01,1044000,1055000,Automatic,6,10451.33333,10 lakh-15 lakh
847,Honda City,1.5L I-VTEC V MTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2018,Honda,25742,2ND OWNER,PETROL,KA-01,796000,868000,Manual,5,5148.4,5 lakh-10 lakh
848,Hyundai Verna,SX (O) 1.5 CRDIManual,"Horamavu Agara Road, Bengaluru",Sedan,2020,Hyundai,33760,1ST OWNER,DIESEL,KA-19,1372000,1466000,Manual,3,11253.33333,10 lakh-15 lakh
849,Volkswagen Ameo,HIGHLINE DSG 1.5 DIESEL Automatic,"Bellahalli, Bengaluru",Sedan,2017,Volkswagen,78752,2ND OWNER,DIESEL,KA-41,564000,640000,Automatic,6,13125.33333,5 lakh-10 lakh
850,Maruti Ciaz,DELTA AT 1.5 SHVS PETROLAutomatic,"Bellahalli, Bengaluru",Sedan,2019,Maruti,54561,2ND OWNER,PETROL,KA-51,795000,942000,Automatic,4,13640.25,5 lakh-10 lakh
851,Honda City,1.5L I-VTEC V MTManual,"Bellahalli, Bengaluru",Sedan,2017,Honda,56253,3RD OWNER,PETROL,KA-03,672000,733000,Manual,6,9375.5,5 lakh-10 lakh
852,Honda City,1.5L I-VTEC V MTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2013,Honda,49873,1ST OWNER,PETROL,KA-05,543000,593000,Manual,10,4987.3,5 lakh-10 lakh
853,Honda City,1.5L I-VTEC VX CVTAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2015,Honda,90333,2ND OWNER,PETROL,KA-03,729000,786000,Automatic,8,11291.625,5 lakh-10 lakh
854,Honda City,1.5L I-VTEC V MTManual,"Bellahalli, Bengaluru",Sedan,2016,Honda,43238,2ND OWNER,PETROL,KA-03,665000,814000,Manual,7,6176.857143,5 lakh-10 lakh
855,Skoda SLAVIA,AMBITION 1.0L TSI MTManual,"Horamavu Agara Road, Bengaluru",Sedan,2022,Skoda,7281,1ST OWNER,PETROL,KA-05,1358000,1452000,Manual,1,7281,10 lakh-15 lakh
856,Maruti Ciaz,ALPHA 1.5 SHVS PETROLManual,"GT World Mall, Bengaluru",Sedan,2018,Maruti,34761,1ST OWNER,PETROL,KA-53,778000,811000,Manual,5,6952.2,5 lakh-10 lakh
857,Honda City,1.5L I-VTEC VXManual,"Horamavu Agara Road, Bengaluru",Sedan,2017,Honda,53295,2ND OWNER,PETROL,KA-30,713000,805000,Manual,6,8882.5,5 lakh-10 lakh
858,Maruti Ciaz,ZETA 1.5 SHVS MT PETROLManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2022,Maruti,13301,1ST OWNER,PETROL,KA-19,998000,1074000,Manual,1,13301,5 lakh-10 lakh
859,Maruti Swift Dzire,VDIManual,Sonnappanahalli,Sedan,2015,Maruti,51745,2ND OWNER,DIESEL,KA-05,543000,572000,Manual,8,6468.125,5 lakh-10 lakh
860,Honda City,1.5L I-VTEC V MTManual,"Horamavu Agara Road, Bengaluru",Sedan,2017,Honda,54531,1ST OWNER,PETROL,KA-36,692000,734000,Manual,6,9088.5,5 lakh-10 lakh
861,Volkswagen Ameo,COMFORTLINE 1.2LManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2016,Volkswagen,31293,1ST OWNER,PETROL,KA-02,527000,585000,Manual,7,4470.428571,5 lakh-10 lakh
862,Honda City,1.5L I-VTEC SV CVTAutomatic,"GT World Mall, Bengaluru",Sedan,2015,Honda,94947,1ST OWNER,PETROL,KA-03,587000,649000,Automatic,8,11868.375,5 lakh-10 lakh
863,Maruti Dzire,VXI AMTAutomatic,"Bellahalli, Bengaluru",Sedan,2018,Maruti,45215,2ND OWNER,PETROL,KA-04,602000,650000,Automatic,5,9043,5 lakh-10 lakh
864,Maruti Dzire,VXIManual,"Bellahalli, Bengaluru",Sedan,2022,Maruti,6324,1ST OWNER,PETROL,KA-51,796000,820000,Manual,1,6324,5 lakh-10 lakh
865,Volkswagen Vento,COMFORTLINE 1.6Manual,"Bellahalli, Bengaluru",Sedan,2018,Volkswagen,28050,2ND OWNER,PETROL,KA-03,745000,819000,Manual,5,5610,5 lakh-10 lakh
866,Honda Amaze,1.2L I-VTEC VXManual,"Bellahalli, Bengaluru",Sedan,2016,Honda,46099,1ST OWNER,PETROL,KA-04,537000,603000,Manual,7,6585.571429,5 lakh-10 lakh
867,Hyundai Verna,1.6 CRDI SXManual,"Horamavu Agara Road, Bengaluru",Sedan,2018,Hyundai,49792,2ND OWNER,DIESEL,KA-53,981000,1011000,Manual,5,9958.4,5 lakh-10 lakh
868,Hyundai Xcent,SX AT 1.2 (O)Automatic,"Bellahalli, Bengaluru",Sedan,2015,Hyundai,77721,1ST OWNER,PETROL,KA-51,487000,536000,Automatic,8,9715.125,2.5 lakh-5 lakh
869,Volkswagen Vento,HIGHLINE 1.5 ATAutomatic,"Bellahalli, Bengaluru",Sedan,2015,Volkswagen,97455,2ND OWNER,DIESEL,KA-53,633000,668000,Automatic,8,12181.875,5 lakh-10 lakh
870,Tata TIGOR,XM PETROLManual,"Hosur Road, Singasandra, Bengaluru",Sedan,2018,Tata,55652,1ST OWNER,PETROL,KA-25,497000,521000,Manual,5,11130.4,2.5 lakh-5 lakh
871,Honda City,VX CVT PETROLAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2018,Honda,66399,1ST OWNER,PETROL,KA-04,877000,1143000,Automatic,5,13279.8,5 lakh-10 lakh
872,Maruti Ciaz,ALPHA DIESEL 1.5Manual,"Bellahalli, Bengaluru",Sedan,2019,Maruti,122864,2ND OWNER,DIESEL,KA-02,763000,822000,Manual,4,30716,5 lakh-10 lakh
873,Maruti Dzire,ZXI PLUS AMTAutomatic,"Bellahalli, Bengaluru",Sedan,2018,Maruti,22528,2ND OWNER,PETROL,KA-01,678000,795000,Automatic,5,4505.6,5 lakh-10 lakh
874,Honda Amaze,1.2L I-VTEC V CVTAutomatic,"GT World Mall, Bengaluru",Sedan,2018,Honda,8732,1ST OWNER,PETROL,KA-55,767000,811000,Automatic,5,1746.4,5 lakh-10 lakh
875,Hyundai Verna,1.6 VTVT SXManual,"Hosur Road, Singasandra, Bengaluru",Sedan,2018,Hyundai,41576,1ST OWNER,PETROL,KA-01,861000,891000,Manual,5,8315.2,5 lakh-10 lakh
876,Volkswagen VIRTUS,TOPLINE TSI 1.0 ATAutomatic,"Bellahalli, Bengaluru",Sedan,2022,Volkswagen,11880,1ST OWNER,PETROL,KA-09,1645000,1718000,Automatic,1,11880,greater than 15 lakh
877,Maruti Swift Dzire,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2012,Maruti,44074,1ST OWNER,PETROL,KA-01,408800,471000,Manual,11,4006.727273,2.5 lakh-5 lakh
878,Hyundai Verna,SX (O) 1.5 VTVT IVTAutomatic,"Horamavu Agara Road, Bengaluru",Sedan,2021,Hyundai,43353,1ST OWNER,PETROL,KA-05,1333000,1471000,Automatic,2,21676.5,10 lakh-15 lakh
879,Skoda Rapid,AMBITION AT TSIAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2021,Skoda,29517,1ST OWNER,PETROL,KA-51,1042000,1194000,Automatic,2,14758.5,10 lakh-15 lakh
880,Volkswagen Ameo,HIGHLINE1.2LManual,Sonnappanahalli,Sedan,2017,Volkswagen,59897,1ST OWNER,PETROL,KA-05,556000,636000,Manual,6,9982.833333,5 lakh-10 lakh
881,Hyundai Verna,1.6 VTVT SX ATAutomatic,"GT World Mall, Bengaluru",Sedan,2016,Hyundai,34108,1ST OWNER,PETROL,KA-04,715000,910000,Automatic,7,4872.571429,5 lakh-10 lakh
